0000000        deadbeef        00000000        ffffffff        ffffffff
        357 276 255 336  \0  \0  \0  \0 377 377 377 377 377 377 377 377
0000020        ffffffff        ffffffff        ffffffff        ffffffff
        377 377 377 377 377 377 377 377 377 377 377 377 377 377 377 377
*
0000400


 Started ....
244 | ./Actor/Actor.cpp	setup:138 	|  CborQueue 3FFF1984:0 
57234 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
57240 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57324 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
57325 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57325 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
57330 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57335 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
57341 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57425 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
57425 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57426 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
57431 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57436 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
57442 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57526 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
57527 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57527 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
57532 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57537 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
57543 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57627 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
57628 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57628 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
57633 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57638 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
57644 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57728 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
57729 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57729 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
57734 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57739 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
57745 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57829 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
57830 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57830 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
57835 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57840 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
57846 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57930 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
57930 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57931 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
57936 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
57941 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
57947 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58031 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58031 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58032 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58037 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58042 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58048 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58132 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58133 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58133 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58138 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58143 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58149 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58233 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58234 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58234 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58239 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58244 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58250 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58334 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58334 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58335 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58340 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58345 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58351 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58435 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58436 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58436 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58441 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58446 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58452 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58536 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58536 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58537 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58542 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58547 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58553 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58637 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58638 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58638 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58643 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58648 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58654 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58738 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58739 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58739 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58744 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58749 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58755 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58839 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58840 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58840 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58845 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58850 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58856 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58940 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
58941 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58941 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
58946 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
58951 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
58957 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59041 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59042 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59042 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59047 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59052 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59058 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59142 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59143 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59143 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59148 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59153 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59159 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59243 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59244 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59244 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59249 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59254 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59260 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59344 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59345 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59345 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59350 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59355 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59361 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59445 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59446 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59446 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59451 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59456 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59462 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59546 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59546 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59547 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59552 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59557 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59563 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59647 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59647 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59648 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59653 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59658 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59664 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59748 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59749 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59749 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59754 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59759 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59765 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59849 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59850 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59850 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59855 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59860 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59866 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59950 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
59951 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59951 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
59956 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
59961 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
59967 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60051 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60052 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60052 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60057 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60062 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60068 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60115 | ./Actor/DWM1000Tag.cpp	onReceive:351 	|  SYS_STATUS :28200F2
60115 | ./Actor/DWM1000Tag.cpp	onReceive:359 	|  RX Timeout
60117 | ./Actor/DWM1000Tag.cpp	onReceive:368 	|  status reg.:28200F2,interrupts : 0
60124 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/dwm1000/polls 
60129 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60133 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/dwm1000/interrupts 
60140 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60152 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60152 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60155 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60161 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60166 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60172 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60253 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60253 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60254 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60259 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60264 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60270 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60354 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60354 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60355 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60360 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60365 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60371 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60455 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60456 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60456 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60461 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60466 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60472 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60556 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60557 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60557 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60562 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60567 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60573 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60657 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60658 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60658 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60663 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60668 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60674 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60758 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60759 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60759 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60764 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60769 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60775 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60859 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60859 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60860 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60865 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60870 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60876 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60960 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
60960 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60961 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
60966 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
60971 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
60977 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61061 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61061 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61062 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61067 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61072 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61078 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61162 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61163 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61163 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61168 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61173 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61179 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61263 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61264 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61264 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61269 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61274 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61280 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61364 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61365 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61365 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61370 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61375 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61381 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61465 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61466 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61466 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61471 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61476 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61482 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61566 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61566 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61567 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61572 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61577 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61583 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61667 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61668 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61668 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61673 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61678 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61684 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61769 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61769 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61769 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61775 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61779 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61785 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61869 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61870 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61870 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61875 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61880 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61886 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61970 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
61971 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61971 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
61976 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
61981 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
61987 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62071 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62072 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62072 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62077 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62082 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62088 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62172 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62173 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62173 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62178 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62183 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62189 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62273 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62274 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62274 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62279 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62284 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62290 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62374 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62374 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62375 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62380 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62385 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62391 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62475 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62476 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62476 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62481 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62486 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62492 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62576 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62576 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62577 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62582 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62587 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62593 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62677 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62678 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62678 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62683 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62688 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62694 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62778 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62779 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62779 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62784 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62789 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62795 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62879 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
62879 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62880 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
62885 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62890 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
62896 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
62980 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
